ID,dataset,sample_id,date,year,season,basin,lake_region,port,depth_m,depth_g,compartment,sci_name,species,species_group,length_mm,mass_g,d15n,d13c,d13c_norm,cn,trophic
1751,nps_2015,67825,2015-08-15,2015,summer,south,sw,racine,NA,unkn,fishes,Oncorhynchus kisutch,coho salmon,coho salmon,525,1450,10.602677570000001,-22.92328401,-23.300907798345474,3.307828503,consumer
1752,nps_2015,67825,2015-08-15,2015,summer,south,sw,racine,NA,unkn,fishes,Oncorhynchus kisutch,coho salmon,coho salmon,525,1450,10.35130394,-22.85601634,-23.250073290145043,3.299943729,consumer
1753,nps_2015,67826,2015-08-15,2015,summer,south,sw,racine,NA,unkn,fishes,Oncorhynchus kisutch,coho salmon,coho salmon,610,2380,10.40711938,-22.65561546,-23.08062101433388,3.285195921,consumer
1754,nps_2015,67827,2015-08-15,2015,summer,south,sw,racine,NA,unkn,fishes,Oncorhynchus mykiss,rainbow trout,rainbow trout,665,2600,10.06773237,-22.99156282,-23.474049128697875,3.258151752,consumer
1755,nps_2015,67828,2015-08-15,2015,summer,south,sw,racine,NA,unkn,fishes,Oncorhynchus mykiss,rainbow trout,rainbow trout,630,2110,9.638844997,-22.80027154,-23.070999957269333,3.360052065,consumer
1756,nps_2015,67829,2015-08-15,2015,summer,south,sw,racine,NA,unkn,fishes,Oncorhynchus mykiss,rainbow trout,rainbow trout,650,2670,9.638844997,-22.4138331,-22.4138331,3.22884056,consumer
1757,nps_2015,67830,2015-08-15,2015,summer,south,sw,racine,NA,unkn,fishes,Oncorhynchus mykiss,rainbow trout,rainbow trout,570,1520,9.472308954,-22.94867186,-22.94867186,3.219263589,consumer
1758,nps_2015,67831,2015-08-15,2015,summer,south,sw,racine,NA,unkn,fishes,Oncorhynchus tshawytscha,chinook salmon,chinook salmon,440,740,12.060157,-23.81517041,-23.81517041,3.209883927,consumer
1759,nps_2015,67832,2015-08-15,2015,summer,south,sw,racine,NA,unkn,fishes,Oncorhynchus mykiss,rainbow trout,rainbow trout,804,3890,10.5499977,-23.71856081,-23.48929995667056,3.627961468,consumer
1760,nps_2015,67833,2015-08-15,2015,summer,south,sw,racine,NA,unkn,fishes,Oncorhynchus tshawytscha,chinook salmon,chinook salmon,655,2590,10.43577664,-23.2703719,-23.57812403991522,3.341778539,consumer
1761,nps_2015,67834,2015-08-15,2015,summer,south,sw,racine,NA,unkn,fishes,Oncorhynchus mykiss,rainbow trout,rainbow trout,620,2190,9.520264359,-24.33905345,-23.433884579358967,4.066253203,consumer
1762,nps_2015,67835,2015-08-15,2015,summer,south,sw,racine,NA,unkn,fishes,Oncorhynchus tshawytscha,chinook salmon,chinook salmon,566,1470,10.37125482,-23.18372205,-23.50693148836812,3.334208074,consumer
1763,nps_2015,67836,2015-08-15,2015,summer,south,sw,racine,NA,unkn,fishes,Oncorhynchus kisutch,coho salmon,coho salmon,566,1650,9.736499641,-22.28535228,-22.745685480298167,3.268521685,consumer
1764,nps_2015,67836,2015-08-15,2015,summer,south,sw,racine,NA,unkn,fishes,Oncorhynchus kisutch,coho salmon,coho salmon,566,1650,9.932258838,-22.02782904,-22.46460922320298,3.279619564,consumer
1765,nps_2015,67837,2015-08-15,2015,summer,south,sw,racine,NA,unkn,fishes,Oncorhynchus tshawytscha,chinook salmon,chinook salmon,785,4019.9999999999995,11.0467855,-23.5171163,-23.581083203962987,3.465891942,consumer
1766,nps_2015,67838,2015-08-14,2015,summer,south,sw,kenosha,NA,unkn,fishes,Salmo trutta,brown trout,brown trout,520,1890,10.95979843,-22.14890366,-22.074769120310368,3.540379135,consumer
1767,nps_2015,67839,2015-08-14,2015,summer,south,sw,kenosha,NA,unkn,fishes,Oncorhynchus kisutch,coho salmon,coho salmon,648,3280,10.62351152,-22.1781297,-22.0421753029213,3.57477011,consumer
1768,nps_2015,67840,2015-08-14,2015,summer,south,sw,kenosha,NA,unkn,fishes,Oncorhynchus mykiss,rainbow trout,rainbow trout,590,1760,9.623150501,-22.67975852,-22.67975852,3.221516766,consumer
1769,nps_2015,67841,2015-08-14,2015,summer,south,sw,kenosha,NA,unkn,fishes,Oncorhynchus tshawytscha,chinook salmon,chinook salmon,480,930,11.05570924,-24.56015997,-24.56015997,3.189712633,consumer
1770,nps_2015,67842,2015-08-14,2015,summer,south,sw,kenosha,NA,unkn,fishes,Oncorhynchus kisutch,coho salmon,coho salmon,577,1580,9.609388019,-22.87646541,-22.87646541,3.136661913,consumer
1771,nps_2015,67842,2015-08-14,2015,summer,south,sw,kenosha,NA,unkn,fishes,Oncorhynchus kisutch,coho salmon,coho salmon,577,1580,9.668524913,-23.06483876,-23.06483876,3.188240466,consumer
1772,nps_2015,67843,2015-08-13,2015,summer,south,sw,port washington,NA,unkn,fishes,Oncorhynchus mykiss,rainbow trout,rainbow trout,624,2240,10.23610777,-22.64489938,-22.64489938,3.152383305,consumer
1773,nps_2015,67847,2015-08-13,2015,summer,south,sw,port washington,NA,unkn,fishes,Oncorhynchus tshawytscha,chinook salmon,chinook salmon,884,6480,10.78752303,-23.30078359,-23.590560297287556,3.350625651,consumer
1774,nps_2015,67848,2015-08-13,2015,summer,south,sw,port washington,NA,unkn,fishes,Oncorhynchus kisutch,coho salmon,coho salmon,364,530,9.562159575,-23.62899115,-23.892895137475232,3.363442184,consumer
1775,nps_2015,67849,2015-08-13,2015,summer,south,sw,port washington,NA,unkn,fishes,Oncorhynchus mykiss,rainbow trout,rainbow trout,769,3720,10.41615394,-22.7879098,-22.7879098,3.134830037,consumer
1776,nps_2015,67852,2015-08-13,2015,summer,south,sw,port washington,NA,unkn,fishes,Oncorhynchus mykiss,rainbow trout,rainbow trout,674,2450,9.895012537,-22.77810007,-22.77810007,3.18835774,consumer
1777,nps_2015,67853,2015-08-13,2015,summer,south,sw,port washington,NA,unkn,fishes,Oncorhynchus mykiss,rainbow trout,rainbow trout,605,1980,10.18651429,-23.32548275,-23.59820017874149,3.359065285,consumer
1778,nps_2015,67854,2015-08-13,2015,summer,south,sw,port washington,NA,unkn,fishes,Salvelinus namaycush,lake trout,lake trout,576,1520,12.86345647,-25.47773649,-24.192412612499012,4.362687052,consumer
1779,nps_2015,67859,2015-08-13,2015,summer,south,sw,port washington,NA,unkn,fishes,Oncorhynchus tshawytscha,chinook salmon,chinook salmon,868,6450,11.41496903,-23.63880261,-23.704695962804465,3.464875041,consumer
1780,nps_2015,67860,2015-08-13,2015,summer,south,sw,port washington,NA,unkn,fishes,Oncorhynchus tshawytscha,chinook salmon,chinook salmon,518,1160,10.05333539,-23.11674197,-23.11674197,3.160088279,consumer
1781,nps_2015,67861,2015-08-13,2015,summer,south,sw,port washington,NA,unkn,fishes,Oncorhynchus tshawytscha,chinook salmon,chinook salmon,774,4310,11.12880221,-24.5974653,-23.988272241411927,3.861949683,consumer
1782,nps_2015,67862,2015-08-13,2015,summer,south,sw,port washington,NA,unkn,fishes,Oncorhynchus kisutch,coho salmon,coho salmon,546,1940,10.86566464,-24.77822884,-23.716436803885717,4.183363371,consumer
1783,nps_2015,67863,2015-08-13,2015,summer,south,sw,port washington,NA,unkn,fishes,Oncorhynchus kisutch,coho salmon,coho salmon,607,2420,10.5591091,-23.7465733,-23.422085195062266,3.683905138,consumer
1784,nps_2015,67864,2015-08-13,2015,summer,south,sw,port washington,NA,unkn,fishes,Oncorhynchus kisutch,coho salmon,coho salmon,660,3390,10.80641441,-22.10451305,-22.00932221067056,3.552018402,consumer
1785,nps_2015,67865,2015-08-13,2015,summer,south,sw,port washington,NA,unkn,fishes,Oncorhynchus tshawytscha,chinook salmon,chinook salmon,821,4910,11.13100262,-23.3314572,-23.60479839718147,3.358755943,consumer
1786,nps_2015,67866,2015-08-13,2015,summer,south,sw,port washington,NA,unkn,fishes,Oncorhynchus kisutch,coho salmon,coho salmon,359,400,9.775975622,-23.48687012,-23.48687012,3.139473368,consumer
1787,nps_2015,67901,2015-06-04,2015,summer,south,sw,mckinley marina,NA,unkn,fishes,Salvelinus namaycush,lake trout,lake trout,630,2320,12.9024283,-25.98639667,-24.20717452118637,4.819121068,consumer
1788,nps_2015,67912,2015-06-07,2015,summer,south,sw,sheboygan,NA,unkn,fishes,Oncorhynchus mykiss,rainbow trout,rainbow trout,693,3210,10.71360093,-23.33263468,-23.208210397920332,3.568305202,consumer
1789,nps_2015,67913,2015-06-11,2015,summer,south,sw,mckinley marina,NA,unkn,fishes,Salmo trutta,brown trout,brown trout,550,1570,10.89762729,-23.29891223,-23.056906401500633,3.635350142,consumer
1790,nps_2015,67915,2015-06-11,2015,summer,south,sw,mckinley marina,NA,unkn,fishes,Oncorhynchus kisutch,coho salmon,coho salmon,542,1360,9.630855494,-23.14639312,-23.14639312,3.244174512,consumer
1791,nps_2015,67917,2015-06-11,2015,summer,south,sw,mckinley marina,NA,unkn,fishes,Oncorhynchus mykiss,rainbow trout,rainbow trout,648,2490,9.984056482,-22.94878929,-22.94878929,3.236233942,consumer
1792,nps_2015,67929,2015-06-11,2015,summer,south,sw,mckinley marina,NA,unkn,fishes,Oncorhynchus tshawytscha,chinook salmon,chinook salmon,529,1740,11.06336475,-24.78276124,-24.256607814272446,3.808266536,consumer
1793,nps_2015,67933,2015-06-07,2015,summer,south,sw,sheboygan,NA,unkn,fishes,Oncorhynchus mykiss,rainbow trout,rainbow trout,734,3170,10.66922621,-22.66136434,-22.66136434,3.197912015,consumer
1794,nps_2015,67980,2015-06-04,2015,summer,south,sw,mckinley marina,NA,unkn,fishes,Salvelinus namaycush,lake trout,lake trout,574,1440,12.71911155,-24.44771533,-23.684392503146732,3.965710343,consumer
1795,nps_2015,67981,2015-06-04,2015,summer,south,sw,mckinley marina,NA,unkn,fishes,Oncorhynchus kisutch,coho salmon,coho salmon,560,1350,9.720673866,-23.39905569,-23.39905569,3.221830861,consumer
1796,nps_2015,67981,2015-06-04,2015,summer,south,sw,mckinley marina,NA,unkn,fishes,Oncorhynchus kisutch,coho salmon,coho salmon,560,1350,9.745062459,-23.11469706,-23.11469706,3.216881332,consumer
1797,nps_2015,67982,2015-06-04,2015,summer,south,sw,mckinley marina,NA,unkn,fishes,Oncorhynchus tshawytscha,chinook salmon,chinook salmon,686,2870,10.71046761,-24.49774493,-24.151537753610622,3.696907038,consumer
1798,nps_2015,67983,2015-06-04,2015,summer,south,sw,mckinley marina,NA,unkn,fishes,Oncorhynchus kisutch,coho salmon,coho salmon,518,1140,9.217821281,-22.89180221,-22.89180221,3.177863043,consumer
1799,nps_2015,67985,2015-06-04,2015,summer,south,sw,mckinley marina,NA,unkn,fishes,Oncorhynchus tshawytscha,chinook salmon,chinook salmon,539,1410,11.21279657,-25.62732065,-24.330951042730725,4.371947714,consumer
1800,nps_2015,67986,2015-06-04,2015,summer,south,sw,mckinley marina,NA,unkn,fishes,Oncorhynchus tshawytscha,chinook salmon,chinook salmon,609,2510,11.39001351,-26.30371537,-24.388455493725736,4.962113312,consumer
1801,nps_2015,67987,2015-06-04,2015,summer,south,sw,mckinley marina,NA,unkn,fishes,Oncorhynchus tshawytscha,chinook salmon,chinook salmon,485,980,10.36246703,-23.03392324,-23.03392324,3.158788271,consumer
1802,nps_2015,67989,2015-06-04,2015,summer,south,sw,mckinley marina,NA,unkn,fishes,Salvelinus namaycush,lake trout,lake trout,655,2280,12.40792639,-24.86757157,-24.05689511340446,3.998717919,consumer
1803,nps_2015,67995,2015-06-04,2015,summer,south,sw,mckinley marina,NA,unkn,fishes,Oncorhynchus tshawytscha,chinook salmon,chinook salmon,342,320,8.769580411,-22.08099662,-22.08099662,3.093301576,consumer
1804,nps_2015,68007,2015-06-21,2015,summer,south,sw,port washington,NA,unkn,fishes,Oncorhynchus mykiss,rainbow trout,rainbow trout,741,2620,11.18474378,-22.87129246,-22.87129246,3.20807581,consumer
1805,nps_2015,68008,2015-06-21,2015,summer,south,sw,port washington,NA,unkn,fishes,Oncorhynchus kisutch,coho salmon,coho salmon,543,1340,9.772540827,-23.10140517,-23.10140517,3.206348613,consumer
1806,nps_2015,68009,2015-06-21,2015,summer,south,sw,port washington,NA,unkn,fishes,Oncorhynchus tshawytscha,chinook salmon,chinook salmon,480,1130,9.722548977,-23.81915432,-23.96209802923617,3.424686554,consumer
1807,nps_2015,68012,2015-06-21,2015,summer,south,sw,port washington,NA,unkn,fishes,Oncorhynchus tshawytscha,chinook salmon,chinook salmon,596,2080,11.16693499,-25.3453052,-24.12960439425721,4.305206644,consumer
1808,nps_2015,68025,2015-06-21,2015,summer,south,sw,port washington,NA,unkn,fishes,Oncorhynchus tshawytscha,chinook salmon,chinook salmon,434,760,10.14607489,-23.41529838,-23.41529838,3.18264645,consumer
1809,nps_2015,68032,2015-06-21,2015,summer,south,sw,port washington,NA,unkn,fishes,Salvelinus namaycush,lake trout,lake trout,911,7150,13.55729249,-26.11572848,-23.949894392570698,5.248991492,consumer
1810,nps_2015,68058,2015-06-21,2015,summer,south,sw,port washington,NA,unkn,fishes,Oncorhynchus tshawytscha,chinook salmon,chinook salmon,570,1810,10.88574359,-22.94192249,-22.94192249,3.216897521,consumer
1811,nps_2015,68063,2015-06-21,2015,summer,south,sw,port washington,NA,unkn,fishes,Oncorhynchus tshawytscha,chinook salmon,chinook salmon,574,1890,11.3251146,-24.32342235,-24.318761300336675,3.502511597,consumer
1812,nps_2015,68074,2015-06-21,2015,summer,south,sw,port washington,NA,unkn,fishes,Oncorhynchus tshawytscha,chinook salmon,chinook salmon,650,2720,11.4481761,-24.45898097,-24.094743191332558,3.7077708,consumer
1813,nps_2015,68076,2015-06-21,2015,summer,south,sw,port washington,NA,unkn,fishes,Oncorhynchus tshawytscha,chinook salmon,chinook salmon,580,1980,9.995802563,-23.85290846,-23.47862217986374,3.713852955,consumer
1814,nps_2015,68078,2015-06-21,2015,summer,south,sw,port washington,NA,unkn,fishes,Oncorhynchus tshawytscha,chinook salmon,chinook salmon,814,5330,10.68104435,-22.71594022,-23.188271529359845,3.262897156,consumer
1815,nps_2015,68101,2015-06-21,2015,summer,south,sw,port washington,NA,unkn,fishes,Salvelinus namaycush,lake trout,lake trout,748,3450,12.4697885,-24.16813816,-23.647115153893115,3.804998752,consumer
1816,nps_2015,68102,2015-06-19,2015,summer,south,sw,sheboygan,NA,unkn,fishes,Oncorhynchus kisutch,coho salmon,coho salmon,489,940,9.637973081,-23.86198126,-23.86198126,3.227724804,consumer
1817,nps_2015,68102,2015-06-19,2015,summer,south,sw,sheboygan,NA,unkn,fishes,Oncorhynchus kisutch,coho salmon,coho salmon,489,940,9.826638863,-23.85699827,-23.85699827,3.234009748,consumer
1818,nps_2015,68103,2015-06-19,2015,summer,south,sw,sheboygan,NA,unkn,fishes,Oncorhynchus mykiss,rainbow trout,rainbow trout,481,1080,9.90157367,-22.62801128,-22.93173917368284,3.343755123,consumer
1819,nps_2015,68103,2015-06-19,2015,summer,south,sw,sheboygan,NA,unkn,fishes,Oncorhynchus mykiss,rainbow trout,rainbow trout,481,1080,10.77133787,-24.26783357,-23.69337926545186,3.839308845,consumer
1820,nps_2015,68104,2015-06-19,2015,summer,south,sw,sheboygan,NA,unkn,fishes,Oncorhynchus tshawytscha,chinook salmon,chinook salmon,545,1600,10.24568397,-23.79258371,-23.99873900171023,3.392405784,consumer
1821,nps_2015,68105,2015-06-19,2015,summer,south,sw,sheboygan,NA,unkn,fishes,Salvelinus namaycush,lake trout,lake trout,661,2890,12.44354397,-26.6490177,-24.283577260389844,5.502399873,consumer
1822,nps_2015,68106,2015-06-19,2015,summer,south,sw,sheboygan,NA,unkn,fishes,Oncorhynchus tshawytscha,chinook salmon,chinook salmon,815,5130,10.82874058,-23.53083562,-23.589458360886184,3.468716055,consumer
1823,nps_2015,68107,2015-06-19,2015,summer,south,sw,sheboygan,NA,unkn,fishes,Oncorhynchus mykiss,rainbow trout,rainbow trout,616,2330,9.616633046,-22.90856942,-23.16754144137941,3.36589646,consumer
1824,nps_2015,68108,2015-06-19,2015,summer,south,sw,sheboygan,NA,unkn,fishes,Oncorhynchus mykiss,rainbow trout,rainbow trout,730,3270,10.98978441,-23.81694999,-23.569159876525397,3.638713417,consumer
1825,nps_2015,68117,2015-06-19,2015,summer,south,sw,sheboygan,NA,unkn,fishes,Oncorhynchus tshawytscha,chinook salmon,chinook salmon,434,790,10.24310787,-23.70874252,-23.966504633863448,3.366499089,consumer
1826,nps_2015,68124,2015-06-19,2015,summer,south,sw,sheboygan,NA,unkn,fishes,Salvelinus namaycush,lake trout,lake trout,525,1540,12.13329612,-25.56504305,-24.07492504553942,4.541025122,consumer
1827,nps_2015,68129,2015-06-19,2015,summer,south,sw,sheboygan,NA,unkn,fishes,Oncorhynchus tshawytscha,chinook salmon,chinook salmon,880,6590,11.16460332,-24.88734327,-24.222326444826013,3.898897275,consumer
1828,nps_2015,68130,2015-06-19,2015,summer,south,sw,sheboygan,NA,unkn,fishes,Salvelinus namaycush,lake trout,lake trout,595,1620,12.19450213,-25.14796521,-24.05851168806544,4.204750868,consumer
1829,nps_2015,68131,2015-06-19,2015,summer,south,sw,sheboygan,NA,unkn,fishes,Salvelinus namaycush,lake trout,lake trout,616,2280,12.36569904,-24.95731569,-24.00799154542806,4.098599989,consumer
1830,nps_2015,68135,2015-06-18,2015,summer,south,sw,mckinley marina,NA,unkn,fishes,Oncorhynchus tshawytscha,chinook salmon,chinook salmon,555,1570,10.0115152,-23.55178259,-23.88309077846758,3.330255256,consumer
1831,nps_2015,68137,2015-06-18,2015,summer,south,sw,mckinley marina,NA,unkn,fishes,Oncorhynchus tshawytscha,chinook salmon,chinook salmon,591,1990,10.43452553,-25.46436227,-24.41312169507694,4.175262335,consumer
1832,nps_2015,68144,2015-06-18,2015,summer,south,sw,mckinley marina,NA,unkn,fishes,Oncorhynchus tshawytscha,chinook salmon,chinook salmon,831,5890,10.96623231,-23.08935611,-23.56487041714579,3.261408263,consumer
1833,nps_2015,68145,2015-06-18,2015,summer,south,sw,mckinley marina,NA,unkn,fishes,Salvelinus namaycush,lake trout,lake trout,697,2870,10.30137238,-23.87122193,-23.637853908705516,3.630339244,consumer
1834,nps_2015,68170,2015-06-18,2015,summer,south,sw,port washington,NA,unkn,fishes,Oncorhynchus tshawytscha,chinook salmon,chinook salmon,638,2390,10.66912869,-24.19370355,-23.86239281626473,3.687979572,consumer
1835,nps_2015,68179,2015-06-13,2015,summer,south,sw,mckinley marina,NA,unkn,fishes,Salvelinus namaycush,lake trout,lake trout,562,1600,12.87838393,-23.61769864,-23.41349797884886,3.613520504,consumer
1836,nps_2015,68180,2015-06-13,2015,summer,south,sw,mckinley marina,NA,unkn,fishes,Oncorhynchus mykiss,rainbow trout,rainbow trout,821,4290,11.38471362,-23.57206445,-23.52581079476154,3.525084313,consumer
1837,nps_2015,68185,2015-06-13,2015,summer,south,sw,mckinley marina,NA,unkn,fishes,Salvelinus namaycush,lake trout,lake trout,500,1210,13.17729916,-22.56405586,-22.554936821337417,3.50491715,consumer
1838,nps_2015,68195,2015-06-13,2015,summer,south,sw,mckinley marina,NA,unkn,fishes,Oncorhynchus tshawytscha,chinook salmon,chinook salmon,345,360,9.872927231,-22.84698785,-22.84698785,3.127180833,consumer
1839,nps_2015,68199,2015-06-13,2015,summer,south,sw,milwaukee south,NA,unkn,fishes,Salvelinus namaycush,lake trout,lake trout,634,1140,12.59939639,-25.51303874,-24.29891138873284,4.303925106,consumer
1840,nps_2015,68405,2015-08-23,2015,summer,south,sw,mckinley marina,NA,unkn,fishes,Salvelinus namaycush,lake trout,lake trout,744,4180,13.10030584,-25.95112698,-24.255232541667777,4.735532912,consumer
1841,nps_2015,68407,2015-08-23,2015,summer,south,sw,mckinley marina,NA,unkn,fishes,Salvelinus namaycush,lake trout,lake trout,728,3390,12.57041067,-22.77802952,-22.172474342813103,3.859566199,consumer
1842,nps_2015,68416,2015-08-23,2015,summer,south,sw,mckinley marina,NA,unkn,fishes,Oncorhynchus kisutch,coho salmon,coho salmon,695,3800,10.75427424,-21.73858404,-21.855028250009365,3.438402755,consumer
1843,nps_2015,68423,2015-08-23,2015,summer,south,sw,mckinley marina,NA,unkn,fishes,Oncorhynchus tshawytscha,chinook salmon,chinook salmon,835,5120,11.39105425,-23.63595232,-23.818254832393976,3.404515129,consumer
1844,nps_2015,68425,2015-08-22,2015,summer,south,sw,port washington,NA,unkn,fishes,Oncorhynchus kisutch,coho salmon,coho salmon,644,2750,11.01967473,-22.9129039,-22.9129039,3.175527479,consumer
1845,nps_2015,68429,2015-08-22,2015,summer,south,sw,port washington,NA,unkn,fishes,Oncorhynchus tshawytscha,chinook salmon,chinook salmon,890,7290,11.15373367,-22.89465023,-22.89465023,3.194669771,consumer
1846,nps_2015,68430,2015-08-22,2015,summer,south,sw,port washington,NA,unkn,fishes,Salvelinus namaycush,lake trout,lake trout,705,3560,11.61421737,-26.20741131,-24.236496572170577,5.023089362,consumer
1847,nps_2015,68434,2015-08-22,2015,summer,south,sw,port washington,NA,unkn,fishes,Oncorhynchus mykiss,rainbow trout,rainbow trout,735,3240,10.08153333,-23.06896885,-23.493619303720084,3.285364388,consumer
1848,nps_2015,68435,2015-08-22,2015,summer,south,sw,port washington,NA,unkn,fishes,Oncorhynchus mykiss,rainbow trout,rainbow trout,763,3700,10.40307544,-22.74350816,-22.74350816,3.220972696,consumer
1849,nps_2015,68437,2015-08-22,2015,summer,south,sw,port washington,NA,unkn,fishes,Salvelinus namaycush,lake trout,lake trout,584,1610,11.05028199,-23.79800079,-23.366359630666103,3.748954305,consumer
1850,nps_2015,68440,2015-08-22,2015,summer,south,sw,port washington,NA,unkn,fishes,Salvelinus namaycush,lake trout,lake trout,622,1650,12.33809934,-24.3878357,-23.76425360040459,3.871406082,consumer
1851,nps_2015,68442,2015-08-22,2015,summer,south,sw,port washington,NA,unkn,fishes,Salvelinus namaycush,lake trout,lake trout,620,1950,11.96049349,-24.04635233,-23.63086747564865,3.73899965,consumer
1852,nps_2015,68444,2015-08-22,2015,summer,south,sw,port washington,NA,unkn,fishes,Oncorhynchus tshawytscha,chinook salmon,chinook salmon,555,1800,11.33398861,-24.01420906,-24.187189474880505,3.409271208,consumer
1853,nps_2015,68446,2015-08-22,2015,summer,south,sw,port washington,NA,unkn,fishes,Salvelinus namaycush,lake trout,lake trout,763,5120,12.26968384,-23.5791631,-22.120434219440032,4.512750745,consumer
1854,nps_2015,68448,2015-08-22,2015,summer,south,sw,port washington,NA,unkn,fishes,Salvelinus namaycush,lake trout,lake trout,711,3440,12.04323292,-23.88034877,-22.98051638353361,4.062378409,consumer
1855,nps_2015,68450,2015-08-22,2015,summer,south,sw,port washington,NA,unkn,fishes,Oncorhynchus tshawytscha,chinook salmon,chinook salmon,356,460,11.1102551,-23.98277218,-24.4360695346194,3.27182901,consumer
1856,nps_2015,68452,2015-08-22,2015,summer,south,sw,port washington,NA,unkn,fishes,Oncorhynchus tshawytscha,chinook salmon,chinook salmon,825,4610,11.14467564,-23.32462572,-23.32462572,3.116041936,consumer
1857,nps_2015,68453,2015-08-22,2015,summer,south,sw,port washington,NA,unkn,fishes,Oncorhynchus tshawytscha,chinook salmon,chinook salmon,763,4630,11.43543863,-25.33658653,-24.172392556371673,4.263648245,consumer
1858,nps_2015,68459,2015-08-22,2015,summer,south,sw,port washington,NA,unkn,fishes,Oncorhynchus tshawytscha,chinook salmon,chinook salmon,714,3230,10.91822471,-22.7354376,-22.7354376,3.093916952,consumer
1859,nps_2015,68462,2015-08-22,2015,summer,south,sw,port washington,NA,unkn,fishes,Oncorhynchus tshawytscha,chinook salmon,chinook salmon,686,2610,11.02510955,-22.90986163,-22.90986163,3.116945155,consumer
1860,nps_2015,68463,2015-08-22,2015,summer,south,sw,port washington,NA,unkn,fishes,Oncorhynchus tshawytscha,chinook salmon,chinook salmon,480,890,10.78869478,-23.71606568,-23.71606568,3.123969997,consumer
1861,nps_2015,68468,2015-08-20,2015,summer,south,sw,sheboygan,NA,unkn,fishes,Oncorhynchus tshawytscha,chinook salmon,chinook salmon,475,950,11.67819402,-24.42897316,-24.42897316,3.155122386,consumer
1862,nps_2015,68469,2015-08-20,2015,summer,south,sw,sheboygan,NA,unkn,fishes,Oncorhynchus tshawytscha,chinook salmon,chinook salmon,815,5730,11.02963857,-23.23234325,-23.462443267897836,3.380336093,consumer
1863,nps_2015,68470,2015-08-20,2015,summer,south,sw,sheboygan,NA,unkn,fishes,Oncorhynchus tshawytscha,chinook salmon,chinook salmon,616,2220,10.90735507,-23.31144251,-23.71804535699289,3.293949356,consumer
1864,nps_2015,68471,2015-08-21,2015,summer,south,sw,racine,NA,unkn,fishes,Salmo trutta,brown trout,brown trout,594,2900,11.31134352,-23.56699399,-23.423963343773625,3.578749359,consumer
1865,nps_2015,68473,2015-08-21,2015,summer,south,sw,racine,NA,unkn,fishes,Oncorhynchus kisutch,coho salmon,coho salmon,689,3700,10.4813998,-20.65555266,-20.656571118838933,3.499451685,consumer
1866,nps_2015,68474,2015-08-16,2015,summer,south,sw,kenosha,NA,unkn,fishes,Salvelinus namaycush,lake trout,lake trout,689,3110,12.74373708,-24.153504,-23.49323687048362,3.895726141,consumer
1867,nps_2015,68475,2015-08-21,2015,summer,south,sw,racine,NA,unkn,fishes,Salvelinus namaycush,lake trout,lake trout,576,1680,11.60185037,-24.07839769,-23.498923370138826,3.842564196,consumer
1868,nps_2015,68476,2015-08-21,2015,summer,south,sw,racine,NA,unkn,fishes,Oncorhynchus tshawytscha,chinook salmon,chinook salmon,578,2160,10.13842155,-24.02432115,-23.992786468594176,3.517062994,consumer
1869,nps_2015,68477,2015-08-21,2015,summer,south,sw,racine,NA,unkn,fishes,Salvelinus namaycush,lake trout,lake trout,661,2720,11.19373923,-24.1935607,-22.54986116298549,4.684636005,consumer
1870,nps_2015,68478,2015-08-20,2015,summer,south,sw,sheboygan,NA,unkn,fishes,Oncorhynchus kisutch,coho salmon,coho salmon,580,1930,10.05515039,-23.36038134,-23.36038134,3.245375057,consumer
1871,nps_2015,68483,2015-08-21,2015,summer,south,sw,racine,NA,unkn,fishes,Oncorhynchus tshawytscha,chinook salmon,chinook salmon,655,2090,10.5811603,-22.73950249,-22.73950249,3.142345976,consumer
1872,nps_2015,68485,2015-08-21,2015,summer,south,sw,racine,NA,unkn,fishes,Salmo trutta,brown trout,brown trout,644,4160,10.48552213,-24.32875207,-23.43256821706862,4.059733475,consumer
1873,nps_2015,68486,2015-08-21,2015,summer,south,sw,racine,NA,unkn,fishes,Oncorhynchus kisutch,coho salmon,coho salmon,575,2040,10.06174613,-22.91374913,-23.322809970858128,3.292777488,consumer
1874,nps_2015,68487,2015-08-20,2015,summer,south,sw,sheboygan,NA,unkn,fishes,Salvelinus namaycush,lake trout,lake trout,710,2940,11.41387191,-27.80567364,-24.485266828776155,7.155003376,consumer
1875,nps_2015,68488,2015-08-20,2015,summer,south,sw,sheboygan,NA,unkn,fishes,Salvelinus namaycush,lake trout,lake trout,601,2310,11.58536103,-23.69385337,-22.870120689744965,4.00791554,consumer
1876,nps_2015,68491,2015-08-20,2015,summer,south,sw,sheboygan,NA,unkn,fishes,Oncorhynchus tshawytscha,chinook salmon,chinook salmon,775,4160,10.73945795,-23.55665917,-23.7570690813453,3.39531466,consumer
1877,nps_2015,68494,2015-08-16,2015,summer,south,sw,kenosha,NA,unkn,fishes,Oncorhynchus kisutch,coho salmon,coho salmon,461,1190,10.43852752,-25.86292368,-23.823037623732702,5.100766547,consumer
1878,nps_2015,68495,2015-08-16,2015,summer,south,sw,kenosha,NA,unkn,fishes,Oncorhynchus tshawytscha,chinook salmon,chinook salmon,636,2910,10.34453829,-23.20215738,-23.466445483478996,3.363251188,consumer
